"Time","Fridge (Kitchen, 180l)","Halogen lamp 1 (0,5kW)","Power supply for wood boiler ()","Site consumption ()","Total site light consumption ()","Vertical freezer (Cellar, 145l)","Washing machine ()","Water heater ()"
"1998-01-22 13:40:00.0","0","12","20","294","45","38","0","37"
"1998-01-22 13:50:00.0","11","0","11","85","3","18","0","37"
"1998-01-22 14:00:00.0","0","0","11","58","0","1","0","35"
"1998-01-22 14:10:00.0","0","0","10","176","0","0","0","38"
"1998-01-22 14:20:00.0","0","0","11","67","0","0","0","44"
"1998-01-22 14:30:00.0","8","0","11","47","0","13","0","0"
"1998-01-22 14:40:00.0","3","0","11","190","0","18","0","35"
"1998-01-22 14:50:00.0","0","0","10","61","0","2","0","36"
"1998-01-22 15:00:00.0","0","0","11","43","10","0","0","0"
"1998-01-22 15:10:00.0","0","0","11","190","11","0","0","35"
"1998-01-22 15:20:00.0","10","0","11","55","11","5","0","0"
"1998-01-22 15:30:00.0","0","0","11","114","31","19","0","36"
"1998-01-22 15:40:00.0","0","0","10","183","30","8","0","0"
"1998-01-22 15:50:00.0","0","0","11","81","15","0","0","36"
"1998-01-22 16:00:00.0","10","0","11","46","8","0","0","0"
"1998-01-22 16:10:00.0","0","0","11","136","7","0","0","0"
"1998-01-22 16:20:00.0","0","0","11","89","8","17","0","35"
"1998-01-22 16:30:00.0","0","0","10","39","8","14","0","0"
"1998-01-22 16:40:00.0","11","0","11","192","21","0","0","26"
"1998-01-22 16:50:00.0","0","0","11","48","18","0","0","9"
"1998-01-22 17:00:00.0","0","0","11","37","18","0","0","0"
"1998-01-22 17:10:00.0","0","0","10","199","18","9","0","40"
"1998-01-22 17:20:00.0","10","0","11","69","23","19","0","0"
"1998-01-22 17:30:00.0","0","0","11","51","23","3","0","0"
"1998-01-22 17:40:00.0","0","0","10","157","18","0","0","0"
"1998-01-22 17:50:00.0","0","45","11","201","24","0","0","103"
"1998-01-22 18:00:00.0","9","61","10","387","31","2","0","259"
"1998-01-22 18:10:00.0","0","62","9","330","34","20","0","90"
"1998-01-22 18:20:00.0","0","63","11","265","35","9","0","119"
"1998-01-22 18:30:00.0","5","63","10","205","38","0","0","74"
"1998-01-22 18:40:00.0","5","63","10","281","27","0","0","75"
"1998-01-22 18:50:00.0","0","64","10","176","27","0","0","37"
"1998-01-22 19:00:00.0","0","64","11","186","18","15","0","56"
"1998-01-22 19:10:00.0","10","63","10","254","18","16","0","40"
"1998-01-22 19:20:00.0","0","49","10","154","14","0","0","36"
"1998-01-22 19:30:00.0","7","35","11","71","14","0","0","0"
"1998-01-22 19:40:00.0","2","33","10","178","15","0","0","36"
"1998-01-22 19:50:00.0","0","34","10","156","24","8","0","35"
"1998-01-22 20:00:00.0","7","34","10","162","53","19","0","35"
"1998-01-22 20:10:00.0","2","35","10","162","31","4","0","0"
"1998-01-22 20:20:00.0","0","34","11","164","29","0","0","35"
"1998-01-22 20:30:00.0","6","3","10","51","21","0","0","0"
"1998-01-22 20:40:00.0","3","0","11","159","24","0","0","34"
"1998-01-22 20:50:00.0","0","0","10","99","8","21","0","0"
"1998-01-22 21:00:00.0","2","0","11","78","8","10","0","34"
"1998-01-22 21:10:00.0","7","0","10","110","7","0","0","0"
"1998-01-22 21:20:00.0","0","0","11","117","8","0","0","35"
"1998-01-22 21:30:00.0","0","0","10","38","12","0","0","0"
"1998-01-22 21:40:00.0","9","0","11","115","3","14","0","42"
"1998-01-22 21:50:00.0","0","0","11","56","0","16","0","0"
"1998-01-22 22:00:00.0","0","0","10","31","0","0","0","0"
"1998-01-22 22:10:00.0","9","0","11","67","0","0","0","40"
"1998-01-22 22:20:00.0","0","0","11","18","0","0","0","0"
"1998-01-22 22:30:00.0","0","0","11","24","0","5","0","0"
"1998-01-22 22:40:00.0","4","0","11","75","0","20","0","35"
"1998-01-22 22:50:00.0","5","0","10","27","0","4","0","0"
"1998-01-22 23:00:00.0","0","0","11","56","0","0","0","38"
"1998-01-22 23:10:00.0","0","0","11","19","0","0","0","0"
"1998-01-22 23:20:00.0","10","0","11","28","0","0","0","0"
"1998-01-22 23:30:00.0","0","0","11","34","0","17","0","0"
"1998-01-22 23:40:00.0","0","0","11","65","0","13","0","35"
"1998-01-22 23:50:00.0","0","0","11","18","0","0","0","0"
"1998-01-23 00:00:00.0","10","0","11","28","0","0","0","0"
"1998-01-23 00:10:00.0","0","0","11","53","0","0","0","35"
"1998-01-23 00:20:00.0","0","0","11","28","0","9","0","0"
"1998-01-23 00:30:00.0","6","0","11","40","0","20","0","0"
"1998-01-23 00:40:00.0","4","0","11","59","0","1","0","35"
"1998-01-23 00:50:00.0","0","0","11","18","0","0","0","0"
"1998-01-23 01:00:00.0","0","0","10","18","0","0","0","0"
"1998-01-23 01:10:00.0","9","0","11","27","0","0","0","0"
"1998-01-23 01:20:00.0","1","0","11","81","0","21","0","43"
"1998-01-23 01:30:00.0","0","0","11","26","0","9","0","0"
"1998-01-23 01:40:00.0","0","0","11","18","0","0","0","0"
"1998-01-23 01:50:00.0","9","0","11","28","0","0","0","0"
"1998-01-23 02:00:00.0","0","0","10","53","0","0","0","34"
"1998-01-23 02:10:00.0","0","0","11","30","0","12","0","0"
"1998-01-23 02:20:00.0","0","0","11","34","0","18","0","0"
"1998-01-23 02:30:00.0","11","0","11","60","0","0","0","32"
"1998-01-23 02:40:00.0","0","0","11","22","0","0","0","3"
"1998-01-23 02:50:00.0","0","0","11","18","0","0","0","0"
"1998-01-23 03:00:00.0","0","0","11","21","0","2","0","0"
"1998-01-23 03:10:00.0","8","0","11","79","0","20","0","35"
"1998-01-23 03:20:00.0","2","0","12","27","0","8","0","0"
"1998-01-23 03:30:00.0","0","0","11","18","0","0","0","0"
"1998-01-23 03:40:00.0","0","0","11","57","0","0","0","37"
"1998-01-23 03:50:00.0","4","0","11","22","0","0","0","0"
"1998-01-23 04:00:00.0","6","0","11","37","0","13","0","0"
"1998-01-23 04:10:00.0","0","0","11","33","0","16","0","0"
"1998-01-23 04:20:00.0","0","0","11","18","0","0","0","0"
"1998-01-23 04:30:00.0","0","0","11","54","0","0","0","36"
"1998-01-23 04:40:00.0","11","0","11","29","0","0","0","0"
"1998-01-23 04:50:00.0","0","0","11","21","0","2","0","0"
"1998-01-23 05:00:00.0","0","0","11","37","0","20","0","0"
"1998-01-23 05:10:00.0","0","0","11","58","0","7","0","34"
"1998-01-23 05:20:00.0","10","0","11","28","0","0","0","0"
"1998-01-23 05:30:00.0","1","0","11","19","0","0","0","0"
"1998-01-23 05:40:00.0","0","0","11","52","0","0","0","33"
"1998-01-23 05:50:00.0","0","0","11","30","0","12","0","0"
"1998-01-23 06:00:00.0","0","0","11","33","0","17","0","0"
"1998-01-23 06:10:00.0","11","0","10","66","0","0","0","37"
"1998-01-23 06:20:00.0","0","0","11","18","0","0","0","0"
"1998-01-23 06:30:00.0","0","0","11","18","0","0","0","0"
"1998-01-23 06:40:00.0","0","0","11","28","10","0","0","0"
"1998-01-23 06:50:00.0","1","0","11","113","37","21","0","38"
"1998-01-23 07:00:00.0","10","0","11","62","25","7","0","0"
"1998-01-23 07:10:00.0","0","0","10","87","24","0","0","38"
"1998-01-23 07:20:00.0","0","0","11","49","20","0","0","0"
"1998-01-23 07:30:00.0","0","0","10","77","14","0","0","37"
"1998-01-23 07:40:00.0","12","0","11","81","30","11","0","0"
"1998-01-23 07:50:00.0","0","0","10","78","30","17","0","0"
"1998-01-23 08:00:00.0","0","0","11","48","17","0","0","0"
"1998-01-23 08:10:00.0","0","0","11","38","15","0","0","0"
"1998-01-23 08:20:00.0","0","0","10","34","15","0","0","0"
"1998-01-23 08:30:00.0","12","0","11","46","14","0","0","0"
"1998-01-23 08:40:00.0","0","0","11","51","15","21","0","0"
"1998-01-23 08:50:00.0","0","0","11","32","4","8","0","0"
"1998-01-23 09:00:00.0","0","0","11","20","0","0","0","0"
"1998-01-23 09:10:00.0","0","0","11","21","0","0","0","0"
"1998-01-23 09:20:00.0","11","0","11","31","0","0","0","0"
"1998-01-23 09:30:00.0","0","0","11","31","0","12","0","0"
"1998-01-23 09:40:00.0","0","0","11","267","2","18","0","0"
"1998-01-23 09:50:00.0","0","0","11","194","1","0","0","0"
"1998-01-23 10:00:00.0","1","0","11","22","0","0","0","0"
"1998-01-23 10:10:00.0","13","0","11","87","15","0","0","0"
"1998-01-23 10:20:00.0","0","0","11","26","3","3","0","0"
"1998-01-23 10:30:00.0","0","0","11","38","0","20","0","0"
"1998-01-23 10:40:00.0","0","0","11","27","0","7","0","0"
"1998-01-23 10:50:00.0","0","0","11","20","0","0","0","0"
"1998-01-23 11:00:00.0","2","0","11","22","0","0","0","0"
"1998-01-23 11:10:00.0","13","0","11","32","0","0","0","0"
"1998-01-23 11:20:00.0","0","0","10","34","0","16","0","0"
"1998-01-23 11:30:00.0","0","0","11","33","0","15","0","0"
"1998-01-23 11:40:00.0","0","0","11","20","0","0","0","0"
"1998-01-23 11:50:00.0","0","0","11","20","0","0","0","0"
"1998-01-23 12:00:00.0","2","0","11","22","0","0","0","0"
"1998-01-23 12:10:00.0","13","0","11","41","3","7","0","0"
"1998-01-23 12:20:00.0","0","0","11","44","8","19","0","0"
"1998-01-23 12:30:00.0","0","0","10","29","8","5","0","0"
"1998-01-23 12:40:00.0","0","0","11","27","7","0","0","0"
"1998-01-23 12:50:00.0","0","0","11","27","8","0","0","0"
"1998-01-23 13:00:00.0","11","0","10","37","8","0","0","0"
"1998-01-23 13:10:00.0","0","0","11","43","8","18","0","0"
"1998-01-23 13:20:00.0","0","0","10","36","8","12","0","0"
"1998-01-23 13:30:00.0","0","0","11","28","7","0","0","0"
"1998-01-23 13:40:00.0","9","0","10","40","6","0","0","0"
"1998-01-23 13:50:00.0","3","0","11","24","0","0","0","0"
"1998-01-23 14:00:00.0","0","0","11","29","0","11","0","0"
"1998-01-23 14:10:00.0","0","0","10","36","0","19","0","0"
"1998-01-23 14:20:00.0","0","0","11","20","0","0","0","0"
"1998-01-23 14:30:00.0","13","0","10","32","0","0","0","0"
"1998-01-23 14:40:00.0","0","0","11","19","0","0","0","0"
"1998-01-23 14:50:00.0","0","0","11","21","0","2","0","0"
"1998-01-23 15:00:00.0","0","0","10","37","0","20","0","0"
"1998-01-23 15:10:00.0","0","0","11","27","0","9","0","0"
"1998-01-23 15:20:00.0","10","0","11","31","1","0","0","0"
"1998-01-23 15:30:00.0","2","0","11","23","3","0","0","0"
"1998-01-23 15:40:00.0","0","0","10","30","10","0","0","0"
"1998-01-23 15:50:00.0","0","0","11","33","0","14","0","0"
"1998-01-23 16:00:00.0","0","0","11","33","0","16","0","0"
"1998-01-23 16:10:00.0","9","0","11","29","0","0","0","0"
"1998-01-23 16:20:00.0","3","0","11","22","0","0","0","0"
"1998-01-23 16:30:00.0","0","0","11","20","0","0","0","0"
"1998-01-23 16:40:00.0","0","0","10","27","2","6","0","0"
"1998-01-23 16:50:00.0","0","0","11","37","1","20","0","0"
"1998-01-23 17:00:00.0","8","0","11","45","13","5","0","0"
"1998-01-23 17:10:00.0","3","0","11","42","20","0","0","0"
"1998-01-23 17:20:00.0","0","0","11","39","20","0","0","0"
"1998-01-23 17:30:00.0","0","0","11","38","20","0","0","0"
"1998-01-23 17:40:00.0","0","0","10","69","34","18","0","0"
"1998-01-23 17:50:00.0","11","53","11","114","21","12","0","0"
"1998-01-23 18:00:00.0","0","61","10","95","18","0","0","0"
"1998-01-23 18:10:00.0","0","61","11","96","17","0","0","0"
"1998-01-23 18:20:00.0","0","62","10","96","18","0","0","0"
"1998-01-23 18:30:00.0","1","61","11","111","23","10","0","0"
"1998-01-23 18:40:00.0","10","57","10","400","29","19","0","0"
"1998-01-23 18:50:00.0","0","56","9","490","23","1","0","0"
"1998-01-23 19:00:00.0","0","59","10","442","27","0","0","0"
"1998-01-23 19:10:00.0","1","62","11","295","31","0","0","0"
"1998-01-23 19:20:00.0","10","62","11","206","32","1","0","0"
"1998-01-23 19:30:00.0","0","61","10","236","27","20","0","0"
"1998-01-23 19:40:00.0","0","63","11","119","24","9","0","0"
"1998-01-23 19:50:00.0","10","61","11","118","25","0","0","0"
"1998-01-23 20:00:00.0","1","60","10","109","24","0","0","0"
"1998-01-23 20:10:00.0","12","61","11","119","24","0","0","0"
"1998-01-23 20:20:00.0","0","61","10","122","25","15","0","0"
"1998-01-23 20:30:00.0","10","60","11","139","32","15","0","0"
"1998-01-23 20:40:00.0","0","61","10","109","24","0","0","0"
"1998-01-23 20:50:00.0","0","61","11","112","28","0","0","0"
"1998-01-23 21:00:00.0","9","61","10","129","32","0","0","0"
"1998-01-23 21:10:00.0","0","61","11","122","29","6","0","0"
"1998-01-23 21:20:00.0","0","21","11","75","16","19","0","0"
"1998-01-23 21:30:00.0","10","0","11","41","8","5","0","0"
"1998-01-23 21:40:00.0","0","0","11","27","9","0","0","0"
"1998-01-23 21:50:00.0","0","0","11","27","8","0","0","0"
"1998-01-23 22:00:00.0","0","0","11","27","8","0","0","0"
"1998-01-23 22:10:00.0","10","0","10","54","8","18","0","0"
"1998-01-23 22:20:00.0","0","0","11","37","8","12","0","0"
"1998-01-23 22:30:00.0","0","0","11","27","9","0","0","0"
"1998-01-23 22:40:00.0","7","0","11","34","8","0","0","0"
"1998-01-23 22:50:00.0","3","0","11","30","8","0","0","0"
"1998-01-23 23:00:00.0","0","0","11","37","8","10","0","0"
"1998-01-23 23:10:00.0","0","0","11","44","9","19","0","0"
"1998-01-23 23:20:00.0","10","0","11","38","8","1","0","0"
"1998-01-23 23:30:00.0","0","0","10","26","8","0","0","0"
"1998-01-23 23:40:00.0","0","0","11","27","8","0","0","0"
"1998-01-23 23:50:00.0","0","0","11","29","8","2","0","0"
"1998-01-24 00:00:00.0","11","0","10","54","8","20","0","0"
"1998-01-24 00:10:00.0","0","0","11","33","8","7","0","0"
"1998-01-24 00:20:00.0","0","0","11","27","9","0","0","0"
"1998-01-24 00:30:00.0","0","0","11","27","8","0","0","0"
"1998-01-24 00:40:00.0","11","0","11","38","8","0","0","0"
"1998-01-24 00:50:00.0","0","0","11","40","8","15","0","0"
"1998-01-24 01:00:00.0","0","0","10","43","11","15","0","0"
"1998-01-24 01:10:00.0","0","0","11","51","23","0","0","0"
"1998-01-24 01:20:00.0","10","0","11","35","1","0","0","0"
"1998-01-24 01:30:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 01:40:00.0","0","0","10","24","0","5","0","0"
"1998-01-24 01:50:00.0","0","0","11","37","0","20","0","0"
"1998-01-24 02:00:00.0","10","0","11","35","0","5","0","0"
"1998-01-24 02:10:00.0","1","0","11","19","0","0","0","0"
"1998-01-24 02:20:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 02:30:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 02:40:00.0","4","0","11","38","0","16","0","0"
"1998-01-24 02:50:00.0","7","0","11","39","0","14","0","0"
"1998-01-24 03:00:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 03:10:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 03:20:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 03:30:00.0","11","0","11","37","0","7","0","0"
"1998-01-24 03:40:00.0","0","0","11","37","0","19","0","0"
"1998-01-24 03:50:00.0","0","0","11","22","0","3","0","0"
"1998-01-24 04:00:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 04:10:00.0","11","0","11","158","0","0","0","0"
"1998-01-24 04:20:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 04:30:00.0","0","0","11","36","0","17","0","0"
"1998-01-24 04:40:00.0","0","0","11","31","0","13","0","0"
"1998-01-24 04:50:00.0","3","0","11","23","0","0","0","0"
"1998-01-24 05:00:00.0","9","0","11","27","0","0","0","0"
"1998-01-24 05:10:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 05:20:00.0","0","0","11","28","0","7","0","0"
"1998-01-24 05:30:00.0","0","0","12","37","0","20","0","0"
"1998-01-24 05:40:00.0","11","0","11","33","0","3","0","0"
"1998-01-24 05:50:00.0","0","0","11","19","0","0","0","0"
"1998-01-24 06:00:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 06:10:00.0","0","0","11","141","0","0","0","0"
"1998-01-24 06:20:00.0","0","0","11","40","0","17","0","0"
"1998-01-24 06:30:00.0","12","0","10","41","0","12","0","0"
"1998-01-24 06:40:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 06:50:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 07:00:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 07:10:00.0","5","0","11","32","0","7","0","0"
"1998-01-24 07:20:00.0","6","0","11","41","0","19","0","0"
"1998-01-24 07:30:00.0","0","0","10","146","0","3","0","0"
"1998-01-24 07:40:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 07:50:00.0","0","0","11","19","0","0","0","0"
"1998-01-24 08:00:00.0","9","0","10","28","0","0","0","0"
"1998-01-24 08:10:00.0","3","0","11","38","0","17","0","0"
"1998-01-24 08:20:00.0","0","0","11","30","0","12","0","0"
"1998-01-24 08:30:00.0","0","0","11","25","7","0","0","0"
"1998-01-24 08:40:00.0","0","0","10","233","0","0","0","0"
"1998-01-24 08:50:00.0","12","0","11","63","0","0","0","0"
"1998-01-24 09:00:00.0","0","0","10","27","0","8","0","0"
"1998-01-24 09:10:00.0","0","0","11","37","0","19","0","0"
"1998-01-24 09:20:00.0","0","0","11","21","0","2","0","0"
"1998-01-24 09:30:00.0","5","0","10","24","0","0","0","0"
"1998-01-24 09:40:00.0","7","0","11","26","0","0","0","0"
"1998-01-24 09:50:00.0","0","0","10","148","0","0","0","0"
"1998-01-24 10:00:00.0","0","0","11","40","0","18","0","0"
"1998-01-24 10:10:00.0","0","0","11","29","0","12","0","0"
"1998-01-24 10:20:00.0","11","0","10","36","6","0","0","0"
"1998-01-24 10:30:00.0","0","0","11","26","3","0","0","0"
"1998-01-24 10:40:00.0","0","0","10","25","0","0","0","0"
"1998-01-24 10:50:00.0","0","0","11","28","0","9","0","0"
"1998-01-24 11:00:00.0","10","0","11","46","0","19","0","0"
"1998-01-24 11:10:00.0","1","0","10","21","0","2","0","0"
"1998-01-24 11:20:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 11:30:00.0","0","0","11","19","0","0","0","0"
"1998-01-24 11:40:00.0","1","0","11","26","1","0","0","0"
"1998-01-24 11:50:00.0","11","0","11","67","17","20","0","0"
"1998-01-24 12:00:00.0","0","0","10","316","17","10","0","0"
"1998-01-24 12:10:00.0","0","0","10","378","19","0","0","0"
"1998-01-24 12:20:00.0","4","0","11","239","20","0","0","0"
"1998-01-24 12:30:00.0","7","0","10","45","20","0","0","0"
"1998-01-24 12:40:00.0","0","0","11","42","13","11","0","0"
"1998-01-24 12:50:00.0","0","0","11","46","9","19","0","0"
"1998-01-24 13:00:00.0","10","0","10","47","11","0","0","0"
"1998-01-24 13:10:00.0","0","0","11","36","11","0","0","0"
"1998-01-24 13:20:00.0","0","0","10","36","11","0","0","0"
"1998-01-24 13:30:00.0","0","0","11","40","11","3","0","0"
"1998-01-24 13:40:00.0","9","0","11","63","11","20","0","0"
"1998-01-24 13:50:00.0","1","0","10","160","11","7","0","0"
"1998-01-24 14:00:00.0","0","0","10","119","11","0","0","0"
"1998-01-24 14:10:00.0","0","0","11","48","11","0","0","0"
"1998-01-24 14:20:00.0","11","0","10","57","11","0","0","0"
"1998-01-24 14:30:00.0","0","0","11","49","11","14","0","0"
"1998-01-24 14:40:00.0","0","0","10","146","10","16","0","0"
"1998-01-24 14:50:00.0","0","0","10","67","11","0","0","0"
"1998-01-24 15:00:00.0","2","0","11","23","2","0","0","0"
"1998-01-24 15:10:00.0","9","0","10","31","3","0","0","0"
"1998-01-24 15:20:00.0","0","0","11","24","0","5","0","0"
"1998-01-24 15:30:00.0","0","0","10","166","0","19","0","0"
"1998-01-24 15:40:00.0","0","0","11","24","0","6","0","0"
"1998-01-24 15:50:00.0","11","0","11","30","0","0","0","0"
"1998-01-24 16:00:00.0","0","0","10","19","0","0","0","0"
"1998-01-24 16:10:00.0","0","0","11","20","0","0","0","0"
"1998-01-24 16:20:00.0","0","0","10","282","5","19","0","0"
"1998-01-24 16:30:00.0","1","0","10","385","21","10","0","0"
"1998-01-24 16:40:00.0","11","0","10","177","23","0","0","0"
"1998-01-24 16:50:00.0","0","0","10","301","22","0","0","0"
"1998-01-24 17:00:00.0","0","0","10","288","22","0","0","0"
"1998-01-24 17:10:00.0","0","60","11","255","27","9","0","0"
"1998-01-24 17:20:00.0","5","71","9","420","28","19","0","0"
"1998-01-24 17:30:00.0","6","70","10","446","37","0","0","0"
"1998-01-24 17:40:00.0","0","74","10","298","36","0","0","0"
"1998-01-24 17:50:00.0","0","30","10","351","21","0","0","0"
"1998-01-24 18:00:00.0","0","0","10","271","8","0","0","0"
"1998-01-24 18:10:00.0","11","0","11","223","8","20","0","0"
"1998-01-24 18:20:00.0","0","0","10","349","8","9","0","0"
"1998-01-24 18:30:00.0","0","0","10","236","7","0","0","0"
"1998-01-24 18:40:00.0","0","0","11","227","8","0","0","0"
"1998-01-24 18:50:00.0","3","0","10","348","8","0","0","0"
"1998-01-24 19:00:00.0","9","0","10","216","8","13","0","0"
"1998-01-24 19:10:00.0","0","0","11","274","8","17","0","0"
"1998-01-24 19:20:00.0","0","0","10","327","8","0","0","0"
"1998-01-24 19:30:00.0","0","0","11","193","8","0","0","0"
"1998-01-24 19:40:00.0","11","0","10","290","8","0","0","0"
"1998-01-24 19:50:00.0","0","0","10","305","8","3","0","0"
"1998-01-24 20:00:00.0","0","0","11","205","7","20","0","0"
"1998-01-24 20:10:00.0","0","0","10","319","8","6","0","0"
"1998-01-24 20:20:00.0","3","0","11","268","8","0","0","0"
"1998-01-24 20:30:00.0","8","0","10","197","8","0","0","0"
"1998-01-24 20:40:00.0","0","0","11","341","8","0","0","0"
"1998-01-24 20:50:00.0","0","0","10","252","8","16","0","0"
"1998-01-24 21:00:00.0","0","0","11","226","8","13","0","0"
"1998-01-24 21:10:00.0","12","0","10","353","8","0","0","0"
"1998-01-24 21:20:00.0","0","0","11","212","8","0","0","0"
"1998-01-24 21:30:00.0","0","0","10","245","8","0","0","0"
"1998-01-24 21:40:00.0","0","0","11","340","8","7","0","0"
"1998-01-24 21:50:00.0","0","0","10","206","8","19","0","0"
"1998-01-24 22:00:00.0","11","0","11","292","8","3","0","0"
"1998-01-24 22:10:00.0","0","0","10","292","7","0","0","0"
"1998-01-24 22:20:00.0","0","0","11","185","8","0","0","0"
"1998-01-24 22:30:00.0","0","0","10","313","8","0","0","0"
"1998-01-24 22:40:00.0","4","0","10","278","8","17","0","0"
"1998-01-24 22:50:00.0","8","0","11","214","8","11","0","0"
"1998-01-24 23:00:00.0","0","0","10","345","8","0","0","0"
"1998-01-24 23:10:00.0","0","0","11","212","8","0","0","0"
"1998-01-24 23:20:00.0","0","0","11","239","8","0","0","0"
"1998-01-24 23:30:00.0","10","0","10","352","8","7","0","0"
"1998-01-24 23:40:00.0","1","0","11","203","8","20","0","0"
"1998-01-24 23:50:00.0","0","0","11","274","8","2","0","0"
"1998-01-25 00:00:00.0","0","0","10","302","8","0","0","0"
"1998-01-25 00:10:00.0","0","0","10","187","8","0","0","0"
"1998-01-25 00:20:00.0","11","0","11","306","8","0","0","0"
"1998-01-25 00:30:00.0","0","0","10","301","17","18","0","0"
"1998-01-25 00:40:00.0","0","0","10","372","37","11","0","0"
"1998-01-25 00:50:00.0","0","0","11","240","9","0","0","0"
"1998-01-25 01:00:00.0","2","0","10","216","0","0","0","0"
"1998-01-25 01:10:00.0","9","0","10","219","0","0","0","0"
"1998-01-25 01:20:00.0","0","0","10","218","0","7","0","0"
"1998-01-25 01:30:00.0","0","0","11","228","0","20","0","0"
"1998-01-25 01:40:00.0","0","0","10","216","0","2","0","0"
"1998-01-25 01:50:00.0","2","0","10","216","0","0","0","0"
"1998-01-25 02:00:00.0","9","0","11","222","0","0","0","0"
"1998-01-25 02:10:00.0","0","0","10","213","0","0","0","0"
"1998-01-25 02:20:00.0","0","0","11","229","0","17","0","0"
"1998-01-25 02:30:00.0","0","0","10","224","0","12","0","0"
"1998-01-25 02:40:00.0","2","0","10","217","0","0","0","0"
"1998-01-25 02:50:00.0","10","0","11","225","0","0","0","0"
"1998-01-25 03:00:00.0","0","0","10","216","0","0","0","0"
"1998-01-25 03:10:00.0","0","0","11","223","0","6","0","0"
"1998-01-25 03:20:00.0","0","0","10","234","0","19","0","0"
"1998-01-25 03:30:00.0","1","0","11","222","0","4","0","0"
"1998-01-25 03:40:00.0","11","0","10","227","0","0","0","0"
"1998-01-25 03:50:00.0","0","0","11","219","0","0","0","0"
"1998-01-25 04:00:00.0","0","0","11","218","0","0","0","0"
"1998-01-25 04:10:00.0","0","0","10","232","0","15","0","0"
"1998-01-25 04:20:00.0","0","0","11","230","0","14","0","0"
"1998-01-25 04:30:00.0","12","0","10","230","0","0","0","0"
"1998-01-25 04:40:00.0","0","0","11","220","0","0","0","0"
"1998-01-25 04:50:00.0","0","0","11","219","0","0","0","0"
"1998-01-25 05:00:00.0","0","0","10","224","0","4","0","0"
"1998-01-25 05:10:00.0","0","0","11","237","0","20","0","0"
"1998-01-25 05:20:00.0","12","0","11","238","0","5","0","0"
"1998-01-25 05:30:00.0","0","0","11","225","0","0","0","0"
"1998-01-25 05:40:00.0","0","0","10","221","0","0","0","0"
"1998-01-25 05:50:00.0","0","0","11","222","0","0","0","0"
"1998-01-25 06:00:00.0","0","0","11","233","0","12","0","0"
"1998-01-25 06:10:00.0","10","0","10","245","0","17","0","0"
"1998-01-25 06:20:00.0","2","0","11","224","1","0","0","0"
"1998-01-25 06:30:00.0","0","0","11","221","0","0","0","0"
"1998-01-25 06:40:00.0","0","0","11","220","0","0","0","0"
"1998-01-25 06:50:00.0","0","0","10","221","0","0","0","0"
"1998-01-25 07:00:00.0","1","0","11","236","0","21","0","0"
"1998-01-25 07:10:00.0","12","0","10","233","0","8","0","0"
"1998-01-25 07:20:00.0","0","0","11","215","0","0","0","0"
"1998-01-25 07:30:00.0","0","0","10","214","0","0","0","0"
"1998-01-25 07:40:00.0","0","0","11","213","0","0","0","0"
"1998-01-25 07:50:00.0","0","0","10","222","0","9","0","0"
"1998-01-25 08:00:00.0","11","0","10","240","0","19","0","0"
"1998-01-25 08:10:00.0","1","0","11","220","0","1","0","0"
"1998-01-25 08:20:00.0","0","0","11","217","0","0","0","0"
"1998-01-25 08:30:00.0","0","0","10","217","0","0","0","0"
"1998-01-25 08:40:00.0","0","0","11","216","0","0","0","0"
"1998-01-25 08:50:00.0","0","0","10","234","0","18","0","0"
"1998-01-25 09:00:00.0","13","0","11","237","0","11","0","0"
"1998-01-25 09:10:00.0","0","0","10","216","0","0","0","0"
"1998-01-25 09:20:00.0","0","0","11","216","0","0","0","0"
"1998-01-25 09:30:00.0","0","0","10","215","0","0","0","0"
"1998-01-25 09:40:00.0","0","0","11","220","0","6","0","0"
"1998-01-25 09:50:00.0","0","0","10","230","0","19","0","0"
"1998-01-25 10:00:00.0","13","0","10","242","7","3","0","0"
"1998-01-25 10:10:00.0","0","0","11","360","14","0","0","0"
"1998-01-25 10:20:00.0","0","0","10","264","7","0","0","0"
"1998-01-25 10:30:00.0","0","0","10","239","3","0","0","0"
"1998-01-25 10:40:00.0","0","0","10","252","1","14","0","0"
"1998-01-25 10:50:00.0","9","0","11","283","22","14","0","0"
"1998-01-25 11:00:00.0","4","0","10","277","31","0","0","0"
"1998-01-25 11:10:00.0","0","0","10","350","26","0","0","0"
"1998-01-25 11:20:00.0","0","0","10","315","28","0","0","0"
"1998-01-25 11:30:00.0","0","0","10","261","20","3","0","0"
"1998-01-25 11:40:00.0","8","0","10","606","8","20","0","354"
