"Time","Fridge (Kitchen, 180l)","Halogen lamp 1 (0,5kW)","Power supply for wood boiler ()","Site consumption ()","Total site light consumption ()","Vertical freezer (Cellar, 145l)","Washing machine ()","Water heater ()"
"1998-03-24 09:10:00.0","17","0","9","94","0","20","0","41"
"1998-03-24 09:20:00.0","0","0","8","29","0","10","0","0"
"1998-03-24 09:30:00.0","0","0","8","19","0","0","0","0"
"1998-03-24 09:40:00.0","0","0","9","57","0","0","0","37"
"1998-03-24 09:50:00.0","0","0","8","20","0","0","0","0"
"1998-03-24 10:00:00.0","0","0","9","30","0","10","0","0"
"1998-03-24 10:10:00.0","0","0","8","73","0","19","0","36"
"1998-03-24 10:20:00.0","8","0","9","28","0","0","0","0"
"1998-03-24 10:30:00.0","9","0","8","28","0","0","0","0"
"1998-03-24 10:40:00.0","0","0","9","20","0","0","0","0"
"1998-03-24 10:50:00.0","0","0","8","68","0","3","0","45"
"1998-03-24 11:00:00.0","0","0","8","36","0","20","0","0"
"1998-03-24 11:10:00.0","0","0","8","25","0","6","0","0"
"1998-03-24 11:20:00.0","0","0","9","54","0","0","0","35"
"1998-03-24 11:30:00.0","0","0","8","19","0","0","0","0"
"1998-03-24 11:40:00.0","14","0","8","33","0","0","0","0"
"1998-03-24 11:50:00.0","5","0","9","74","0","14","0","37"
"1998-03-24 12:00:00.0","0","0","8","34","0","16","0","0"
"1998-03-24 12:10:00.0","0","0","9","20","0","0","0","0"
"1998-03-24 12:20:00.0","0","0","8","20","0","0","0","0"
"1998-03-24 12:30:00.0","0","0","9","55","0","0","0","35"
"1998-03-24 12:40:00.0","0","0","9","25","0","4","0","0"
"1998-03-24 12:50:00.0","0","0","8","72","0","20","0","34"
"1998-03-24 13:00:00.0","15","0","8","38","0","6","0","0"
"1998-03-24 13:10:00.0","3","0","9","23","0","0","0","0"
"1998-03-24 13:20:00.0","0","0","8","72","0","0","0","52"
"1998-03-24 13:30:00.0","0","0","8","19","0","0","0","0"
"1998-03-24 13:40:00.0","0","0","9","34","0","15","0","0"
"1998-03-24 13:50:00.0","0","0","8","35","0","15","0","4"
"1998-03-24 14:00:00.0","0","0","8","53","0","0","0","34"
"1998-03-24 14:10:00.0","0","0","8","20","0","0","0","0"
"1998-03-24 14:20:00.0","12","0","9","30","0","0","0","0"
"1998-03-24 14:30:00.0","7","0","8","66","0","6","0","33"
"1998-03-24 14:40:00.0","0","0","9","38","0","20","0","0"
"1998-03-24 14:50:00.0","0","0","8","23","0","4","0","0"
"1998-03-24 15:00:00.0","0","0","9","56","0","0","0","36"
"1998-03-24 15:10:00.0","0","0","8","20","0","0","0","0"
"1998-03-24 15:20:00.0","0","0","9","20","0","0","0","0"
"1998-03-24 15:30:00.0","0","0","8","71","0","18","0","34"
"1998-03-24 15:40:00.0","6","0","9","36","0","12","0","0"
"1998-03-24 15:50:00.0","14","0","9","45","0","0","0","13"
"1998-03-24 16:00:00.0","0","0","8","60","15","0","0","24"
"1998-03-24 16:10:00.0","0","0","9","33","4","0","0","0"
"1998-03-24 16:20:00.0","0","0","8","40","0","10","0","0"
"1998-03-24 16:30:00.0","0","0","9","84","0","19","0","37"
"1998-03-24 16:40:00.0","0","0","8","31","0","1","0","0"
"1998-03-24 16:50:00.0","0","0","8","63","0","0","0","32"
"1998-03-24 17:00:00.0","0","0","9","37","0","0","0","7"
"1998-03-24 17:10:00.0","19","0","8","53","4","1","0","0"
"1998-03-24 17:20:00.0","0","0","9","49","0","20","0","0"
"1998-03-24 17:30:00.0","0","0","8","44","8","10","0","0"
"1998-03-24 17:40:00.0","0","0","8","39","19","0","0","0"
"1998-03-24 17:50:00.0","0","0","8","33","12","0","0","0"
"1998-03-24 18:00:00.0","0","0","9","37","15","0","0","0"
"1998-03-24 18:10:00.0","0","0","11","55","14","12","0","0"
"1998-03-24 18:20:00.0","0","0","10","67","14","19","0","0"
"1998-03-24 18:30:00.0","18","30","11","108","25","0","0","0"
"1998-03-24 18:40:00.0","0","76","10","125","15","0","0","0"
"1998-03-24 18:50:00.0","0","76","11","115","11","0","0","0"
"1998-03-24 19:00:00.0","0","76","10","161","16","4","0","0"
"1998-03-24 19:10:00.0","0","78","10","147","29","20","0","0"
"1998-03-24 19:20:00.0","0","50","11","93","13","6","0","0"
"1998-03-24 19:30:00.0","17","0","11","40","0","0","0","0"
"1998-03-24 19:40:00.0","0","0","11","24","0","0","0","0"
"1998-03-24 19:50:00.0","0","0","11","24","0","0","0","0"
"1998-03-24 20:00:00.0","0","0","10","39","0","16","0","0"
"1998-03-24 20:10:00.0","0","0","11","36","0","14","0","0"
"1998-03-24 20:20:00.0","0","0","11","25","0","0","0","0"
"1998-03-24 20:30:00.0","16","0","10","39","0","0","0","0"
"1998-03-24 20:40:00.0","0","0","11","24","0","0","0","0"
"1998-03-24 20:50:00.0","0","0","11","33","0","9","0","0"
"1998-03-24 21:00:00.0","0","0","11","41","0","19","0","0"
"1998-03-24 21:10:00.0","0","0","12","27","0","2","0","0"
"1998-03-24 21:20:00.0","0","0","11","25","0","0","0","0"
"1998-03-24 21:30:00.0","16","0","11","40","0","0","0","0"
"1998-03-24 21:40:00.0","0","0","11","25","0","0","0","0"
"1998-03-24 21:50:00.0","0","0","11","43","0","21","0","0"
"1998-03-24 22:00:00.0","0","0","11","32","0","9","0","0"
"1998-03-24 22:10:00.0","0","0","11","25","0","0","0","0"
"1998-03-24 22:20:00.0","0","0","11","24","0","0","0","0"
"1998-03-24 22:30:00.0","9","0","11","34","0","0","0","0"
"1998-03-24 22:40:00.0","7","0","11","43","0","13","0","0"
"1998-03-24 22:50:00.0","0","0","11","39","0","17","0","0"
"1998-03-24 23:00:00.0","0","0","11","25","0","0","0","0"
"1998-03-24 23:10:00.0","0","0","11","25","0","0","0","0"
"1998-03-24 23:20:00.0","0","0","11","24","0","0","0","0"
"1998-03-24 23:30:00.0","0","4","11","43","10","4","0","0"
"1998-03-24 23:40:00.0","17","0","10","88","21","20","0","0"
"1998-03-24 23:50:00.0","0","0","11","49","0","5","0","0"
"1998-03-25 00:00:00.0","0","0","10","44","0","0","0","0"
"1998-03-25 00:10:00.0","0","0","11","34","0","0","0","0"
"1998-03-25 00:20:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 00:30:00.0","0","0","10","38","0","16","0","0"
"1998-03-25 00:40:00.0","0","0","11","36","0","13","0","0"
"1998-03-25 00:50:00.0","17","0","10","40","0","0","0","0"
"1998-03-25 01:00:00.0","0","0","11","23","0","0","0","0"
"1998-03-25 01:10:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 01:20:00.0","0","0","11","31","0","7","0","0"
"1998-03-25 01:30:00.0","0","0","10","41","0","20","0","0"
"1998-03-25 01:40:00.0","0","0","11","27","0","2","0","0"
"1998-03-25 01:50:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 02:00:00.0","17","0","11","40","0","0","0","0"
"1998-03-25 02:10:00.0","0","0","11","25","0","0","0","0"
"1998-03-25 02:20:00.0","0","0","11","39","0","16","0","0"
"1998-03-25 02:30:00.0","0","0","11","35","0","12","0","0"
"1998-03-25 02:40:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 02:50:00.0","0","0","10","25","0","0","0","0"
"1998-03-25 03:00:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 03:10:00.0","14","0","11","44","0","6","0","0"
"1998-03-25 03:20:00.0","4","0","11","45","0","19","0","0"
"1998-03-25 03:30:00.0","0","0","11","27","0","3","0","0"
"1998-03-25 03:40:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 03:50:00.0","0","0","11","25","0","0","0","0"
"1998-03-25 04:00:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 04:10:00.0","0","0","11","39","0","15","0","0"
"1998-03-25 04:20:00.0","0","0","11","36","0","13","0","0"
"1998-03-25 04:30:00.0","18","0","11","41","0","0","0","0"
"1998-03-25 04:40:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 04:50:00.0","0","0","11","25","0","0","0","0"
"1998-03-25 05:00:00.0","0","0","11","28","0","4","0","0"
"1998-03-25 05:10:00.0","0","0","10","41","0","20","0","0"
"1998-03-25 05:20:00.0","0","0","11","28","0","4","0","0"
"1998-03-25 05:30:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 05:40:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 05:50:00.0","19","0","10","42","0","0","0","0"
"1998-03-25 06:00:00.0","0","0","11","36","0","13","0","0"
"1998-03-25 06:10:00.0","0","0","11","38","0","16","0","0"
"1998-03-25 06:20:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 06:30:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 06:40:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 06:50:00.0","0","0","10","24","0","0","0","0"
"1998-03-25 07:00:00.0","0","0","11","43","0","20","0","0"
"1998-03-25 07:10:00.0","11","0","11","41","0","8","0","0"
"1998-03-25 07:20:00.0","9","0","11","32","0","0","0","0"
"1998-03-25 07:30:00.0","0","0","10","23","0","0","0","0"
"1998-03-25 07:40:00.0","0","0","11","24","0","0","0","0"
"1998-03-25 07:50:00.0","0","0","11","32","0","8","0","0"
"1998-03-25 08:00:00.0","0","0","11","41","0","20","0","0"
"1998-03-25 08:10:00.0","0","0","11","27","1","0","0","0"
"1998-03-25 08:20:00.0","0","0","10","31","0","0","0","0"
"1998-03-25 08:30:00.0","0","0","11","69","0","0","0","0"
"1998-03-25 08:40:00.0","19","0","11","52","0","0","0","0"
"1998-03-25 08:50:00.0","1","0","11","50","3","16","0","0"
"1998-03-25 09:00:00.0","0","0","11","45","0","13","0","0"
"1998-03-25 09:10:00.0","0","0","12","32","0","0","0","0"
"1998-03-25 09:20:00.0","0","0","11","35","0","0","0","0"
"1998-03-25 09:30:00.0","0","0","11","31","0","0","0","0"
"1998-03-25 09:40:00.0","0","0","11","40","0","6","0","0"
"1998-03-25 09:50:00.0","0","0","10","65","11","20","0","0"
"1998-03-25 10:00:00.0","10","0","11","68","13","4","0","0"
"1998-03-25 10:10:00.0","8","0","11","54","14","0","0","0"
"1998-03-25 10:20:00.0","0","0","11","65","33","0","0","0"
"1998-03-25 10:30:00.0","0","0","11","67","39","0","0","0"
"1998-03-25 10:40:00.0","0","0","11","79","39","16","0","0"
"1998-03-25 10:50:00.0","0","0","11","70","27","14","0","0"
"1998-03-25 11:00:00.0","0","0","10","36","13","0","0","0"
"1998-03-25 11:10:00.0","17","0","11","52","12","0","0","0"
"1998-03-25 11:20:00.0","0","0","11","59","36","0","0","0"
"1998-03-25 11:30:00.0","0","0","10","74","44","8","0","0"
"1998-03-25 11:40:00.0","0","0","11","65","24","19","0","0"
"1998-03-25 11:50:00.0","0","0","11","51","24","3","0","0"
"1998-03-25 12:00:00.0","0","0","11","55","30","0","0","0"
"1998-03-25 12:10:00.0","16","0","11","69","31","0","0","0"
"1998-03-25 12:20:00.0","0","0","10","56","29","3","0","0"
"1998-03-25 12:30:00.0","0","0","11","83","29","19","0","0"
"1998-03-25 12:40:00.0","0","0","10","67","30","8","0","0"
"1998-03-25 12:50:00.0","0","0","11","53","30","0","0","0"
"1998-03-25 13:00:00.0","15","0","10","66","29","0","0","0"
"1998-03-25 13:10:00.0","0","0","10","53","29","0","0","0"
"1998-03-25 13:20:00.0","0","0","11","67","23","16","0","0"
"1998-03-25 13:30:00.0","0","0","10","64","19","15","0","0"
"1998-03-25 13:40:00.0","0","0","11","51","20","0","0","0"
"1998-03-25 13:50:00.0","8","0","10","55","15","0","0","0"
"1998-03-25 14:00:00.0","7","0","11","50","12","0","0","0"
"1998-03-25 14:10:00.0","0","0","10","52","13","8","0","0"
"1998-03-25 14:20:00.0","0","0","10","60","13","19","0","0"
"1998-03-25 14:30:00.0","0","0","11","49","13","4","0","0"
"1998-03-25 14:40:00.0","0","0","10","49","19","0","0","0"
"1998-03-25 14:50:00.0","15","0","11","48","10","0","0","0"
"1998-03-25 15:00:00.0","0","0","10","45","20","1","0","0"
"1998-03-25 15:10:00.0","0","0","11","63","23","21","0","0"
"1998-03-25 15:20:00.0","0","0","10","39","6","10","0","0"
"1998-03-25 15:30:00.0","0","0","11","23","0","0","0","0"
"1998-03-25 15:40:00.0","0","0","10","24","0","0","0","0"
"1998-03-25 15:50:00.0","15","0","11","38","0","0","0","0"
"1998-03-25 16:00:00.0","0","0","10","37","0","14","0","0"
"1998-03-25 16:10:00.0","0","0","11","40","0","18","0","0"
"1998-03-25 16:20:00.0","0","0","11","31","8","0","0","0"
"1998-03-25 16:30:00.0","0","0","10","31","8","0","0","0"
"1998-03-25 16:40:00.0","8","0","11","39","7","0","0","0"
"1998-03-25 16:50:00.0","8","0","11","45","8","7","0","0"
"1998-03-25 17:00:00.0","0","0","10","47","7","19","0","0"
"1998-03-25 17:10:00.0","0","0","11","36","8","6","0","0"
"1998-03-25 17:20:00.0","0","0","11","40","17","0","0","0"
"1998-03-25 17:30:00.0","0","0","11","48","24","0","0","0"
"1998-03-25 17:40:00.0","12","0","10","65","29","0","0","0"
"1998-03-25 17:50:00.0","3","0","11","90","36","20","0","0"
"1998-03-25 18:00:00.0","0","0","11","75","32","12","0","0"
"1998-03-25 18:10:00.0","0","0","11","52","27","0","0","0"
"1998-03-25 18:20:00.0","0","0","10","56","34","0","0","0"
"1998-03-25 18:30:00.0","7","0","11","64","35","0","0","0"
"1998-03-25 18:40:00.0","8","0","11","65","24","13","0","0"
"1998-03-25 18:50:00.0","0","0","10","62","24","18","0","0"
"1998-03-25 19:00:00.0","0","0","11","46","24","0","0","0"
"1998-03-25 19:10:00.0","0","15","10","66","29","0","0","0"
"1998-03-25 19:20:00.0","14","79","11","142","27","0","0","0"
"1998-03-25 19:30:00.0","0","79","10","147","40","6","0","0"
"1998-03-25 19:40:00.0","0","79","11","170","51","19","0","0"
"1998-03-25 19:50:00.0","0","79","10","175","60","6","0","0"
"1998-03-25 20:00:00.0","1","76","11","141","39","0","0","0"
"1998-03-25 20:10:00.0","13","42","11","115","40","0","0","0"
"1998-03-25 20:20:00.0","0","43","10","100","36","0","0","0"
"1998-03-25 20:30:00.0","0","42","11","127","35","19","0","0"
"1998-03-25 20:40:00.0","0","42","11","116","34","11","0","0"
"1998-03-25 20:50:00.0","12","43","11","115","26","0","0","0"
"1998-03-25 21:00:00.0","2","22","11","78","18","0","0","0"
"1998-03-25 21:10:00.0","0","0","11","43","0","0","0","0"
"1998-03-25 21:20:00.0","0","0","11","55","0","13","0","0"
"1998-03-25 21:30:00.0","0","0","11","57","0","18","0","0"
"1998-03-25 21:40:00.0","10","0","10","45","0","0","0","0"
"1998-03-25 21:50:00.0","5","0","11","36","4","0","0","0"
"1998-03-25 22:00:00.0","0","0","11","23","0","0","0","0"
"1998-03-25 22:10:00.0","0","0","11","28","0","5","0","0"
"1998-03-25 22:20:00.0","0","0","11","39","0","20","0","0"
"1998-03-25 22:30:00.0","0","0","11","27","0","5","0","0"
"1998-03-25 22:40:00.0","15","0","11","37","0","0","0","0"
"1998-03-25 22:50:00.0","0","0","11","23","0","0","0","0"
"1998-03-25 23:00:00.0","0","0","11","22","0","0","0","0"
"1998-03-25 23:10:00.0","0","0","11","40","0","18","0","0"
"1998-03-25 23:20:00.0","0","0","11","33","0","12","0","0"
"1998-03-25 23:30:00.0","4","0","12","27","0","0","0","0"
"1998-03-25 23:40:00.0","11","0","11","33","0","0","0","0"
"1998-03-25 23:50:00.0","0","0","11","23","0","0","0","0"
"1998-03-26 00:00:00.0","0","0","11","33","0","12","0","0"
"1998-03-26 00:10:00.0","0","0","11","39","0","19","0","0"
"1998-03-26 00:20:00.0","0","0","11","23","0","0","0","0"
"1998-03-26 00:30:00.0","7","0","11","29","0","0","0","0"
"1998-03-26 00:40:00.0","8","0","11","29","0","0","0","0"
"1998-03-26 00:50:00.0","0","0","10","26","0","4","0","0"
"1998-03-26 01:00:00.0","0","0","10","38","0","19","0","0"
"1998-03-26 01:10:00.0","0","0","11","28","0","7","0","0"
"1998-03-26 01:20:00.0","0","0","10","21","0","0","0","0"
"1998-03-26 01:30:00.0","9","0","11","30","0","0","0","0"
"1998-03-26 01:40:00.0","7","0","10","28","0","0","0","0"
"1998-03-26 01:50:00.0","0","0","11","36","0","16","0","0"
"1998-03-26 02:00:00.0","0","0","10","34","0","14","0","0"
"1998-03-26 02:10:00.0","0","0","11","21","0","0","0","0"
"1998-03-26 02:20:00.0","0","0","10","22","0","0","0","0"
"1998-03-26 02:30:00.0","4","0","11","26","0","0","0","0"
"1998-03-26 02:40:00.0","11","0","10","40","0","8","0","0"
"1998-03-26 02:50:00.0","0","0","11","39","0","19","0","0"
"1998-03-26 03:00:00.0","0","0","11","24","0","3","0","0"
"1998-03-26 03:10:00.0","0","0","11","22","0","0","0","0"
"1998-03-26 03:20:00.0","0","0","10","22","0","0","0","0"
"1998-03-26 03:30:00.0","0","0","11","22","0","0","0","0"
"1998-03-26 03:40:00.0","16","0","11","55","0","19","0","0"
"1998-03-26 03:50:00.0","0","0","10","31","0","10","0","0"
"1998-03-26 04:00:00.0","0","0","11","22","0","0","0","0"
"1998-03-26 04:10:00.0","0","0","11","21","0","0","0","0"
"1998-03-26 04:20:00.0","0","0","10","22","0","0","0","0"
"1998-03-26 04:30:00.0","0","0","11","32","0","10","0","0"
"1998-03-26 04:40:00.0","3","0","11","41","0","19","0","0"
"1998-03-26 04:50:00.0","14","0","10","35","0","0","0","0"
"1998-03-26 05:00:00.0","0","0","11","22","0","0","0","0"
"1998-03-26 05:10:00.0","0","0","11","22","0","0","0","0"
"1998-03-26 05:20:00.0","0","0","11","24","0","1","0","0"
"1998-03-26 05:30:00.0","0","0","10","40","0","20","0","0"
"1998-03-26 05:40:00.0","0","0","11","48","20","9","0","0"
"1998-03-26 05:50:00.0","7","0","11","51","22","0","0","0"
"1998-03-26 06:00:00.0","10","0","11","48","17","0","0","0"
"1998-03-26 06:10:00.0","0","0","11","22","0","0","0","0"
"1998-03-26 06:20:00.0","0","0","10","35","0","13","0","0"
"1998-03-26 06:30:00.0","0","0","11","37","0","17","0","0"
"1998-03-26 06:40:00.0","0","0","11","22","1","0","0","0"
"1998-03-26 06:50:00.0","0","0","11","28","7","0","0","0"
"1998-03-26 07:00:00.0","11","0","10","33","0","0","0","0"
"1998-03-26 07:10:00.0","5","0","11","32","0","4","0","0"
"1998-03-26 07:20:00.0","0","0","10","39","0","20","0","0"
"1998-03-26 07:30:00.0","0","0","11","27","0","6","0","0"
"1998-03-26 07:40:00.0","0","0","11","21","0","0","0","0"
"1998-03-26 07:50:00.0","0","0","10","22","0","0","0","0"
"1998-03-26 08:00:00.0","0","0","11","22","0","0","0","0"
"1998-03-26 08:10:00.0","16","0","10","53","0","17","0","0"
"1998-03-26 08:20:00.0","1","0","11","34","0","13","0","0"
"1998-03-26 08:30:00.0","0","0","11","22","0","0","0","0"
"1998-03-26 08:40:00.0","0","0","10","21","0","0","0","0"
"1998-03-26 08:50:00.0","0","0","11","23","0","0","0","0"
"1998-03-26 09:00:00.0","0","0","11","32","0","10","0","0"
"1998-03-26 09:10:00.0","4","0","11","50","7","19","0","0"
"1998-03-26 09:20:00.0","13","0","11","84","13","3","0","0"
"1998-03-26 09:30:00.0","0","0","11","59","13","0","0","0"
"1998-03-26 09:40:00.0","0","0","11","58","14","0","0","13"
"1998-03-26 09:50:00.0","0","0","10","558","1","2","0","443"
"1998-03-26 10:00:00.0","0","0","10","566","0","19","0","440"
"1998-03-26 10:10:00.0","0","0","10","552","0","11","0","441"
"1998-03-26 10:20:00.0","12","0","10","557","0","0","0","443"
"1998-03-26 10:30:00.0","3","0","10","548","0","0","0","443"
"1998-03-26 10:40:00.0","0","0","10","498","0","0","0","394"
"1998-03-26 10:50:00.0","0","0","10","556","0","14","0","441"
"1998-03-26 11:00:00.0","0","0","10","407","0","18","0","291"
"1998-03-26 11:10:00.0","0","0","10","324","0","0","0","221"
"1998-03-26 11:20:00.0","14","0","11","292","0","0","0","176"
"1998-03-26 11:30:00.0","0","0","10","277","0","0","0","173"
"1998-03-26 11:40:00.0","0","0","10","275","0","7","0","163"
"1998-03-26 11:50:00.0","0","0","11","304","0","19","0","183"
"1998-03-26 12:00:00.0","0","0","10","471","1","7","0","360"
"1998-03-26 12:10:00.0","10","0","10","550","7","0","0","431"
"1998-03-26 12:20:00.0","5","0","11","148","5","0","0","35"
"1998-03-26 12:30:00.0","0","0","10","159","0","0","0","56"
"1998-03-26 12:40:00.0","0","0","10","176","0","19","0","56"
"1998-03-26 12:50:00.0","0","0","11","149","2","13","0","34"
"1998-03-26 13:00:00.0","0","0","10","153","12","0","0","35"
"1998-03-26 13:10:00.0","10","0","10","185","13","0","0","61"
"1998-03-26 13:20:00.0","5","0","11","136","12","0","0","19"
"1998-03-26 13:30:00.0","0","0","10","162","13","12","0","35"
"1998-03-26 13:40:00.0","0","0","11","165","13","18","0","34"
"1998-03-26 13:50:00.0","0","0","10","111","5","2","0","0"
"1998-03-26 14:00:00.0","0","0","11","138","0","0","0","34"
"1998-03-26 14:10:00.0","15","0","10","152","0","0","0","35"
"1998-03-26 14:20:00.0","0","0","11","108","0","4","0","0"
"1998-03-26 14:30:00.0","0","0","10","154","0","19","0","34"
"1998-03-26 14:40:00.0","0","0","11","111","0","9","0","0"
"1998-03-26 14:50:00.0","0","0","10","138","0","0","0","33"
"1998-03-26 15:00:00.0","0","0","11","104","0","0","0","0"
"1998-03-26 15:10:00.0","16","0","10","153","0","0","0","35"
"1998-03-26 15:20:00.0","0","0","10","119","0","18","0","0"
"1998-03-26 15:30:00.0","0","0","11","151","0","15","0","34"
"1998-03-26 15:40:00.0","0","0","10","104","0","0","0","0"
"1998-03-26 15:50:00.0","0","0","11","146","0","0","0","41"
"1998-03-26 16:00:00.0","0","0","10","116","6","0","0","0"
"1998-03-26 16:10:00.0","15","0","11","153","13","11","0","0"
"1998-03-26 16:20:00.0","0","0","10","144","14","18","0","0"
"1998-03-26 16:30:00.0","0","0","11","183","13","4","0","54"
"1998-03-26 16:40:00.0","0","0","10","128","13","0","0","0"
"1998-03-26 16:50:00.0","0","0","11","129","13","0","0","0"
"1998-03-26 17:00:00.0","0","0","11","133","12","4","0","0"
"1998-03-26 17:10:00.0","10","0","10","189","13","19","0","34"
"1998-03-26 17:20:00.0","5","0","11","142","13","10","0","0"
"1998-03-26 17:30:00.0","0","0","10","162","13","0","0","34"
"1998-03-26 17:40:00.0","0","0","11","118","11","0","0","0"
"1998-03-26 17:50:00.0","0","0","11","116","8","0","0","0"
"1998-03-26 18:00:00.0","0","0","10","164","8","16","0","34"
"1998-03-26 18:10:00.0","8","0","11","145","17","17","0","0"
"1998-03-26 18:20:00.0","7","0","11","165","18","0","0","34"
"1998-03-26 18:30:00.0","0","0","10","130","22","0","0","0"
"1998-03-26 18:40:00.0","0","0","10","300","39","0","0","178"
"1998-03-26 18:50:00.0","0","0","10","266","38","10","0","174"
"1998-03-26 19:00:00.0","0","71","11","262","16","18","0","135"
"1998-03-26 19:10:00.0","11","79","10","255","14","4","0","123"
"1998-03-26 19:20:00.0","3","80","10","213","14","0","0","92"
"1998-03-26 19:30:00.0","0","80","11","224","16","0","0","102"
"1998-03-26 19:40:00.0","0","80","10","219","27","4","0","77"
"1998-03-26 19:50:00.0","0","66","10","239","37","19","0","91"
"1998-03-26 20:00:00.0","14","42","11","167","43","10","0","37"
"1998-03-26 20:10:00.0","0","40","10","172","34","0","0","72"
"1998-03-26 20:20:00.0","0","68","11","157","20","0","0","38"
"1998-03-26 20:30:00.0","0","25","11","123","16","0","0","38"
"1998-03-26 20:40:00.0","0","0","10","122","13","18","0","38"
"1998-03-26 20:50:00.0","14","0","10","127","13","15","0","36"
"1998-03-26 21:00:00.0","0","0","11","101","13","0","0","35"
"1998-03-26 21:10:00.0","0","0","10","67","13","0","0","0"
"1998-03-26 21:20:00.0","0","0","11","101","13","0","0","36"
"1998-03-26 21:30:00.0","3","0","10","115","12","13","0","35"
"1998-03-26 21:40:00.0","11","0","11","95","4","18","0","36"
"1998-03-26 21:50:00.0","0","0","10","31","0","2","0","0"
"1998-03-26 22:00:00.0","0","0","11","75","5","0","0","37"
"1998-03-26 22:10:00.0","0","0","10","51","12","0","0","0"
"1998-03-26 22:20:00.0","7","0","11","48","0","7","0","0"
"1998-03-26 22:30:00.0","7","0","10","57","0","19","0","0"
"1998-03-26 22:40:00.0","0","0","11","40","0","6","0","0"
"1998-03-26 22:50:00.0","0","0","11","34","0","0","0","0"
"1998-03-26 23:00:00.0","0","0","10","24","0","0","0","0"
"1998-03-26 23:10:00.0","1","0","11","24","0","1","0","0"
"1998-03-26 23:20:00.0","14","0","11","52","0","20","0","0"
"1998-03-26 23:30:00.0","0","0","10","32","0","12","0","0"
"1998-03-26 23:40:00.0","0","0","11","22","0","0","0","0"
"1998-03-26 23:50:00.0","0","0","11","22","0","0","0","0"
"1998-03-27 00:00:00.0","0","0","11","22","0","0","0","0"
"1998-03-27 00:10:00.0","14","0","11","49","0","14","0","0"
"1998-03-27 00:20:00.0","0","0","10","38","0","18","0","0"
"1998-03-27 00:30:00.0","0","0","11","22","0","0","0","0"
"1998-03-27 00:40:00.0","0","0","11","22","0","0","0","0"
"1998-03-27 00:50:00.0","0","0","11","22","0","0","0","0"
"1998-03-27 01:00:00.0","1","0","11","31","0","7","0","0"
"1998-03-27 01:10:00.0","13","0","10","52","1","19","0","0"
"1998-03-27 01:20:00.0","0","0","11","27","0","6","0","0"
"1998-03-27 01:30:00.0","0","0","11","22","0","0","0","0"
"1998-03-27 01:40:00.0","0","0","11","23","0","0","0","0"
"1998-03-27 01:50:00.0","0","0","11","23","0","1","0","0"
"1998-03-27 02:00:00.0","10","0","10","49","0","20","0","0"
"1998-03-27 02:10:00.0","6","0","11","37","0","11","0","0"
"1998-03-27 02:20:00.0","0","0","11","23","0","0","0","0"
"1998-03-27 02:30:00.0","0","0","11","22","0","0","0","0"
"1998-03-27 02:40:00.0","0","0","11","22","0","0","0","0"
"1998-03-27 02:50:00.0","0","0","11","36","0","15","0","0"
"1998-03-27 03:00:00.0","10","0","11","47","0","18","0","0"
"1998-03-27 03:10:00.0","5","0","11","27","0","0","0","0"
"1998-03-27 03:20:00.0","0","0","11","22","0","0","0","0"
"1998-03-27 03:30:00.0","0","0","11","23","0","0","0","0"
"1998-03-27 03:40:00.0","0","0","11","30","0","8","0","0"
"1998-03-27 03:50:00.0","0","0","11","39","0","19","0","0"
"1998-03-27 04:00:00.0","10","0","11","36","0","5","0","0"
"1998-03-27 04:10:00.0","6","0","11","28","0","0","0","0"
"1998-03-27 04:20:00.0","0","0","11","22","0","0","0","0"
"1998-03-27 04:30:00.0","0","0","10","23","0","1","0","0"
"1998-03-27 04:40:00.0","0","0","11","40","0","20","0","0"
"1998-03-27 04:50:00.0","0","0","11","32","0","12","0","0"
"1998-03-27 05:00:00.0","6","0","11","28","0","0","0","0"
"1998-03-27 05:10:00.0","9","0","11","31","0","0","0","0"
"1998-03-27 05:20:00.0","0","0","10","22","0","0","0","0"
"1998-03-27 05:30:00.0","0","0","11","35","0","14","0","0"
"1998-03-27 05:40:00.0","0","0","11","37","0","17","0","0"
"1998-03-27 05:50:00.0","0","0","10","22","0","0","0","0"
"1998-03-27 06:00:00.0","1","0","11","23","0","0","0","0"
"1998-03-27 06:10:00.0","14","0","11","35","0","0","0","0"
"1998-03-27 06:20:00.0","0","0","11","29","0","6","0","0"
"1998-03-27 06:30:00.0","0","0","10","39","0","20","0","0"
"1998-03-27 06:40:00.0","0","0","11","27","0","6","0","0"
"1998-03-27 06:50:00.0","0","0","11","22","0","0","0","0"
"1998-03-27 07:00:00.0","0","0","11","23","1","0","0","0"
"1998-03-27 07:10:00.0","16","0","10","92","8","0","0","0"
